mean_vib_table,peak_vib_table,rms_vib_table,p2p_vib_table,CF_vib_table,var_vib_table,std_vib_table,IF_vib_table,MF_vib_table,SF_vib_table,skew_vib_table,kurtosis_vib_table,mean_vib_spindle,peak_vib_spindle,rms_vib_spindle,p2p_vib_spindle,CF_vib_spindle,var_vib_spindle,std_vib_spindle,IF_vib_spindle,MF_vib_spindle,SF_vib_spindle,skew_vib_spindle,kurtosis_vib_spindle,mean_AE_table,peak_AE_table,rms_AE_table,p2p_AE_table,CF_AE_table,var_AE_table,std_AE_table,IF_AE_table,MF_AE_table,SF_AE_table,skew_AE_table,kurtosis_AE_table,mean_AE_spindle,peak_AE_spindle,rms_AE_spindle,p2p_AE_spindle,CF_AE_spindle,var_AE_spindle,std_AE_spindle,IF_AE_spindle,MF_AE_spindle,SF_AE_spindle,skew_AE_spindle,kurtosis_AE_spindle,mean_smcAC,peak_smcAC,rms_smcAC,p2p_smcAC,CF_smcAC,var_smcAC,std_smcAC,IF_smcAC,MF_smcAC,SF_smcAC,skew_smcAC,kurtosis_smcAC,mean_smcDC,peak_smcDC,rms_smcDC,p2p_smcDC,CF_smcDC,var_smcDC,std_smcDC,IF_smcDC,MF_smcDC,SF_smcDC,skew_smcDC,kurtosis_smcDC,wear
0.055869140625,0.009765625,0.0559752216697621,0.01953125,1.1809886151872764,1.1864566802978517e-05,0.0034444980480439406,1.1798636601992658,1.1809886151872764,1.001898741301108,0.03499163233175485,3.1418157153541566,0.2767333984375,0.0347900390625,0.2769361590312293,0.069580078125,1.1781940708104566,0.00011226236820220948,0.010595393725681433,1.1777679752977503,1.1781940708104566,1.0007326928909708,0.7768645744898817,4.15917861387995,0.116162109375,0.029296875,0.11657388892285452,0.05859375,1.3158905167223902,9.583592414855956e-05,0.009789582429734149,1.3135771332492643,1.3158905167223902,1.003544869752022,0.385495720745437,3.269188887933158,0.1367822265625,0.0360107421875,0.1373588617927303,0.072021484375,1.2967635829546231,0.00015807940959930422,0.012572963437444023,1.2940420519044729,1.2967635829546231,1.0042157175294029,0.28884300028119075,2.907266498677005,-0.17703125,0.60791015625,0.39591582927696933,1.2158203125,1.3986486700945315,0.1254092803955078,0.354131727462406,1.2387781275504257,1.3986486700945315,1.1817005047791087,-0.0702734244596511,1.5973458935782432,1.3698046875,0.04150390625,1.3699432327872458,0.0830078125,1.030223071156805,0.0003795791625976562,0.019482791447779146,1.0301708158667693,1.030223071156805,1.0001011423661417,-0.39245266736383905,2.502322371657935,0.0
0.055625,0.008544921875,0.055740678495473504,0.01708984375,1.1423489282542465,1.2882614135742187e-05,0.0035892358707310095,1.1411516853932584,1.1423489282542465,1.0020796134017709,-0.12254009073382013,2.407918258196591,0.2770361328125,0.040283203125,0.27731029684839315,0.08056640625,1.2079079187492097,0.00015198185443878173,0.012328092084291946,1.2073250259971446,1.2079079187492097,1.0009896327713999,1.2833762753557258,6.120513150884709,0.11598876953125,0.02685546875,0.11639887255134088,0.0537109375,1.265157998591843,9.530287384986877e-05,0.009762319081543522,1.2629186048959145,1.265157998591843,1.0035357131707514,0.14604833904625297,2.777053055569536,0.136826171875,0.035400390625,0.13739526401003674,0.07080078125,1.296324873729214,0.00015605726242065433,0.012492288117901153,1.2936264363714223,1.296324873729214,1.0041592345034445,0.16246524916053162,2.66781256759758,-0.18326171875,0.57373046875,0.38106977862063335,1.1474609375,1.1666508115422103,0.11162931861877443,0.3341097403829682,1.0348551202831604,1.1666508115422103,1.1704824923736534,0.018426211188810666,1.580039736252312,1.3665234375,0.0439453125,1.3666603336342564,0.087890625,1.0291229520043608,0.0003741622924804687,0.019343275122906893,1.0290712631849757,1.0291229520043608,1.0001001784019943,-0.35931454900472526,2.4123893727241406,0.0
1.320693359375,0.631103515625,1.3566062266049848,1.26220703125,1.4183863756826223,0.09614950456619263,0.3100798357942558,1.395677282440716,1.4183863756826223,1.0271924341672922,-0.8401860449436241,2.6993203181660723,0.2992919921875,0.0408935546875,0.29958682018862953,0.081787109375,1.1833809849480417,0.0001765662431716919,0.01328782311636078,1.18280447018517,1.1833809849480417,1.0009850848296162,0.6134256137414534,4.063313499911209,0.158681640625,0.05340576171875,0.1597209224325542,0.1068115234375,1.4238794989716463,0.0003309099912643433,0.018190931566699473,1.419318111883808,1.4238794989716463,1.0065494773274386,0.6485843029999087,3.521133400683434,0.18621826171875,0.06439208984375,0.18735944327451093,0.1287841796875,1.4070967804325583,0.00042631998658180235,0.020647517685712304,1.4028187479514913,1.4070967804325583,1.006128193579019,0.39723311423202107,3.3300365863374144,-0.146328125,2.07275390625,1.1938699232649919,4.1455078125,2.0581788386604005,1.4039134735107424,1.184868546932841,1.8541466301694165,2.0581788386604005,1.1305419115034325,-0.006470483762967797,1.6137039675887386,4.65509765625,0.3173828125,4.657459168595578,0.634765625,1.0722652743463335,0.021991717910766602,0.14829604819672912,1.0719934883213547,1.0722652743463335,1.0005072959838786,0.09784113775990139,2.0964737873397463,0.0
1.01521484375,0.435791015625,1.0353541462147657,0.87158203125,1.371210297262879,0.041297029113769534,0.20321670480983972,1.3563169741626426,1.371210297262879,1.0198374783315571,-0.4944165920276643,2.364536556750083,0.2917431640625,0.04150390625,0.2920943881911765,0.0830078125,1.1764527360063395,0.00020505783557891845,0.014319840626868668,1.175751895429212,1.1764527360063395,1.0012038812624973,0.54399743885922,3.5950319785655354,0.1881591796875,0.0579833984375,0.1896202058531842,0.115966796875,1.3578873022202578,0.0005519455671310425,0.02349352181200261,1.3526664071623198,1.3578873022202578,1.00776484128019,0.4000674756873158,2.697021116505271,0.21576904296875,0.06256103515625,0.21708435724337893,0.1251220703125,1.3392561497881448,0.0005693382561206817,0.023860810047454,1.3351588046934226,1.3392561497881448,1.0060959359903145,0.14936007551481542,2.5982523035514005,-0.06748046875,3.08349609375,1.6986426769091665,6.1669921875,2.0176293874243414,2.880833330154419,1.6973017793410867,1.825219091015003,2.0176293874243414,1.1258172069973116,-0.0756415714135625,1.6286295789345493,6.6071484375,0.36376953125,6.609852831727215,0.7275390625,1.0518409302533362,0.03574398193359375,0.1890607889901916,1.0516249563978408,1.0518409302533362,1.000409313375172,-0.18578405081652963,1.840332608321726,0.08
1.01044921875,0.445556640625,1.0299305653547255,0.89111328125,1.399257280575254,0.03974934577941894,0.19937237968038335,1.3844592635546535,1.399257280575254,1.0192798868495592,-0.5228751820652245,2.4650907308768835,0.2908349609375,0.0439453125,0.2911477115595542,0.087890625,1.184254546599345,0.0001820154428482056,0.01349130990112545,1.183620704128402,1.184254546599345,1.0010753542870021,0.32105282476861663,3.8449645182473873,0.1870751953125,0.0653076171875,0.18844712575996342,0.130615234375,1.421118105508884,0.0005151905059814452,0.022697808395998175,1.415968470232036,1.421118105508884,1.0073335775230472,0.4690877580289804,3.3003228094725894,0.21670654296875,0.06744384765625,0.21801289962413473,0.1348876953125,1.3983272027098503,0.0005678986370563507,0.023830623933425468,1.3941619819068756,1.3983272027098503,1.0060282289472593,0.4349324622198626,2.8493231293959242,-0.207265625,3.02001953125,1.6675383894817857,6.0400390625,2.2096313058445123,2.7377252410888673,1.6546072769962266,1.973420595699212,2.2096313058445123,1.1403494796509606,0.005319267076879288,1.655126911554846,6.563828125,0.36376953125,6.566611870990504,0.7275390625,1.0595332841764813,0.03655180969238281,0.1911852758252654,1.059309425473416,1.0595332841764813,1.0004241040346413,0.29453873684562626,1.880127048812634,0.08
0.9909765625,0.413818359375,1.0104629558434273,0.82763671875,1.382047257137306,0.03900083770751953,0.19748629751838362,1.3673183807008553,1.382047257137306,1.019663828672464,-0.43034192337036326,2.203329608271102,0.2912890625,0.0323486328125,0.2915402797069727,0.064697265625,1.1193949790004227,0.00014641675949096677,0.012100279314584716,1.118915113316347,1.1193949790004227,1.0008624326805018,0.3781307785650129,3.1425161153852468,0.1871923828125,0.06134033203125,0.1884941606755496,0.1226806640625,1.3971003317122985,0.0004890604257583619,0.022114710618915227,1.3922581318308684,1.3971003317122985,1.0069542245442409,0.3175775525712462,3.1305016599237945,0.21434814453125,0.05889892578125,0.21555573484290697,0.1177978515625,1.302122398060062,0.0005191477596759796,0.0227848142339581,1.2984498331378065,1.302122398060062,1.0056337801024486,0.18434031525464808,2.5679915630642296,-0.1581640625,2.94677734375,1.6467717581713448,5.8935546875,2.023033100362602,2.6868413528442385,1.6391587332666224,1.8177557579003751,2.023033100362602,1.1290133103692135,-0.049870732743219334,1.6121781195675082,6.6294921875,0.341796875,6.63199200447254,0.68359375,1.0475422486358843,0.033151283264160156,0.18207493859441545,1.0473440768346933,1.0475422486358843,1.000377075181905,-0.20443694611816546,1.8789248973638633,0.08
0.97771484375,0.41015625,0.9956684236701487,0.8203125,1.3770980311425978,0.03542929420471191,0.18822670959433974,1.3633911983859046,1.3770980311425978,1.0183627977369027,-0.47504756677822096,2.1921026970164372,0.29181640625,0.032958984375,0.29210566226286233,0.06591796875,1.1258156212932975,0.00016890296936035158,0.012996267516496865,1.1252593534569306,1.1258156212932975,1.0009912260128875,0.2300392075549614,2.799144279537617,0.18919677734375,0.05859375,0.19028550778726655,0.1171875,1.336192012099064,0.00041315391659736635,0.02032618795045855,1.3323440221949803,1.336192012099064,1.0057544872529114,0.210171769921599,2.8462963132761505,0.21892578125,0.06256103515625,0.22017664271409232,0.1251220703125,1.3391890308512926,0.0005492563009262085,0.023436217718015177,1.3354224284057454,1.3391890308512926,1.005713632524001,0.5048185078761901,2.8404890018647344,-0.15802734375,2.83203125,1.6682577200010247,5.6640625,1.980400899799785,2.758111178970337,1.6607562069642663,1.7808672624958624,1.980400899799785,1.1309473057140347,0.015143042629716228,1.621319401079013,6.595,0.361328125,6.59783180052952,0.72265625,1.0589713608471705,0.03735946807861328,0.19328597486267152,1.058744787717968,1.0589713608471705,1.000429385978699,0.2796830684904282,1.9019701578786627,0.08
0.98484375,0.41748046875,1.0029681977453107,0.8349609375,1.372363811710466,0.03602799377441406,0.18981041534756216,1.358480088846581,1.372363811710466,1.01840337388069,-0.5967327906331109,2.3408848294042817,0.2916650390625,0.0347900390625,0.2919574525515971,0.069580078125,1.1389679042146335,0.00017065908908843997,0.013063655272872137,1.138399209817019,1.1389679042146335,1.0010025661287243,0.28016634345826685,3.203125480012739,0.18927734375,0.0555419921875,0.19061591017266308,0.111083984375,1.3235369064135716,0.0005085123538970948,0.02255021848889928,1.318878340728511,1.3235369064135716,1.0070719844020586,0.3256722451162928,2.8443300731189445,0.214169921875,0.062255859375,0.2153590040548983,0.12451171875,1.2917238146125958,0.0005107451915740968,0.022599672377583195,1.2881309561807488,1.2917238146125958,1.005552050304208,0.19019935863102183,2.8802563668216767,-0.1787109375,3.125,1.7253020644049382,6.25,2.0680910484136863,2.9447296142578123,1.7160214492417665,1.8681978437484033,2.0680910484136863,1.1283974464454145,0.026102582755217357,1.6282080074102556,6.6751953125,0.3857421875,6.678240431705936,0.771484375,1.0579706202980526,0.040662803649902345,0.20165020121463392,1.0577288819966644,1.0579706202980526,1.000456184285759,-0.07092094207847581,1.7906116466276771,0.08
0.998359375,0.39794921875,1.0170927035785526,0.7958984375,1.326819295903097,0.03775612602233887,0.19430935649715603,1.3131896079505438,1.326819295903097,1.018764113452185,-0.5561587868145204,2.221181422456047,0.2919677734375,0.03173828125,0.2922543474727356,0.0634765625,1.1210433679488099,0.00016742289066314697,0.012939199769040857,1.1204950246676142,1.1210433679488099,1.0009815262549753,0.24424796259678233,2.8657381987126764,0.18763671875,0.05767822265625,0.18885360716287838,0.1153564453125,1.38039218570618,0.0004581467151641846,0.021404362059266904,1.3759498282502343,1.38039218570618,1.0064853426396767,0.3703824751741602,2.927101698643437,0.2197119140625,0.0848388671875,0.22132742028304295,0.169677734375,1.5194826735705111,0.0007125017881393432,0.02669272912497602,1.5139898215436585,1.5194826735705111,1.0073528384996153,0.5814245137355237,3.9456486435012192,-0.091640625,3.02734375,1.6693016140659376,6.0546875,2.306050552540013,2.7781698745727534,1.666784291554475,2.068933555785069,2.306050552540013,1.1316999369743386,-0.0581983804642055,1.61403123343531,6.6413671875,0.36865234375,6.644284908834664,0.7373046875,1.0574667927887886,0.03876383056640625,0.19688532339005427,1.0572347796422752,1.0574667927887886,1.0004393254057924,0.12315727346529153,1.7798610160770107,0.08
1.042197265625,0.4638671875,1.0613355988038227,0.927734375,1.436375272813727,0.04025811281204224,0.20064424440297868,1.4219319534112311,1.436375272813727,1.018363445971378,-0.5325950862547326,2.547066316039508,0.2927685546875,0.0341796875,0.2930322705389711,0.068359375,1.1262730191248747,0.0001544849634170532,0.012429198019866495,1.125769275671709,1.1262730191248747,1.0009007656295348,0.4286318840599253,3.364223165377413,0.19001953125,0.0738525390625,0.1914532817745602,0.147705078125,1.5023987284481222,0.0005469368457794191,0.02338668094833936,1.4968136499126323,1.5023987284481222,1.007545279767446,0.5249805291841175,3.4917336299834725,0.21699462890625,0.0701904296875,0.21831156185002085,0.140380859375,1.3768524928427546,0.0005732690632343293,0.02394303788649906,1.3726218201865417,1.3768524928427546,1.0060689656255954,0.005350767012308762,2.7922370326817476,-0.23322265625,3.07861328125,1.730338986872505,6.1572265625,2.0654567116410587,2.9396802021026605,1.7145495624515088,1.8615422013536163,2.0654567116410587,1.133472654237692,0.010786488914933131,1.660526611706694,6.671484375,0.35888671875,6.674076890872316,0.7177734375,1.0548629415273099,0.03459857940673828,0.1860069337598421,1.054657766848176,1.0548629415273099,1.000388596559115,-0.03350152408768026,1.8234609983911745,0.08
